task_id,title,description,type,status,priority,assignee,reporter,created_at,start_time,end_time,due_date,estimated_hours,actual_hours,category,board_name,sprint_name,labels,comments_count
719,Bug task for Design,Please handle a Bug related to Design. Priority: Medium.,Bug,Blocked,Medium,diana,eve,2025-06-01 14:59:40,2025-06-04 14:59:40,,2025-06-12 14:59:40,11.0,,Design,Sprint 5,Sprint 5,"ml, database",14
720,Epic task for Development,Please handle a Epic related to Development. Priority: Critical.,Epic,Completed,Critical,eve,charlie,2025-06-02 02:15:13,2025-06-05 02:15:13,2025-06-08 02:15:13,2025-06-17 02:15:13,7.0,9.5,Development,Sprint 3,Sprint 3,api,13
721,Task task for Research,Please handle a Task related to Research. Priority: Critical.,Task,In Progress,Critical,charlie,diana,2025-05-26 08:02:07,2025-05-29 08:02:07,,2025-06-02 08:02:07,14.3,,Research,Sprint 2,Sprint 2,"database, deploy, backend",2
722,Story task for Development,Please handle a Story related to Development. Priority: High.,Story,To Do,High,diana,alice,2025-05-24 16:23:38,2025-05-28 16:23:38,,2025-05-31 16:23:38,15.1,,Development,Sprint 2,Sprint 2,"deploy, ml",2
723,Task task for Development,Please handle a Task related to Development. Priority: Low.,Task,Review,Low,eve,diana,2025-05-22 11:08:33,2025-05-24 11:08:33,,2025-05-30 11:08:33,7.1,,Development,Sprint 4,Sprint 4,"ml, api, database",5
724,Story task for Testing,Please handle a Story related to Testing. Priority: Critical.,Story,Completed,Critical,alice,diana,2025-05-19 13:48:03,2025-05-21 13:48:03,2025-05-25 13:48:03,2025-05-24 13:48:03,7.5,7.6,Testing,Sprint 1,Sprint 1,ml,2
725,Epic task for Research,Please handle a Epic related to Research. Priority: High.,Epic,To Do,High,alice,charlie,2025-05-18 22:24:31,2025-05-19 22:24:31,,2025-05-30 22:24:31,7.7,,Research,Sprint 4,Sprint 4,"auth, ui",11
726,Bug task for Research,Please handle a Bug related to Research. Priority: Medium.,Bug,Review,Medium,alice,diana,2025-06-10 05:20:07,2025-06-13 05:20:07,,2025-06-20 05:20:07,3.6,,Research,Sprint 4,Sprint 4,"auth, api, ui",2
727,Task task for Development,Please handle a Task related to Development. Priority: Low.,Task,Completed,Low,eve,diana,2025-05-18 17:18:23,2025-05-19 17:18:23,2025-05-21 17:18:23,2025-06-02 17:18:23,10.2,12.4,Development,Sprint 1,Sprint 1,backend,10
728, including authentication and profile updates, to improve system usability and security. Focus on backend and UI integration.,Story,To Do,Medium,eve,diana,2025-05-17 09:34:35,2025-05-21 09:34:35,,2025-05-27 09:34:35,13.4,,Research,Sprint 5,Sprint 5,"ml, ui",5
729,Story task for Development,Please handle a Story related to Development. Priority: High.,Story,Blocked,High,diana,alice,2025-05-24 05:06:17,2025-05-27 05:06:17,,2025-06-01 05:06:17,7.0,,Development,Sprint 5,Sprint 5,api,12
730,Bug task for Research,Please handle a Bug related to Research. Priority: Low.,Bug,Review,Low,bob,charlie,2025-05-29 22:02:50,2025-06-03 22:02:50,,2025-06-09 22:02:50,9.7,,Research,Sprint 1,Sprint 1,"database, backend",15
731,Story task for Design,Please handle a Story related to Design. Priority: High.,Story,Review,High,bob,alice,2025-05-27 06:30:43,2025-06-01 06:30:43,,2025-06-03 06:30:43,15.4,,Design,Sprint 2,Sprint 2,"ui, ml",2
732,Bug task for Research,Please handle a Bug related to Research. Priority: Low.,Bug,Blocked,Low,charlie,eve,2025-06-14 02:51:06,2025-06-18 02:51:06,,2025-06-25 02:51:06,6.1,,Research,Sprint 3,Sprint 3,"backend, auth",0
733,Task task for Testing,Please handle a Task related to Testing. Priority: Low.,Task,In Progress,Low,charlie,alice,2025-05-31 13:57:00,2025-06-04 13:57:00,,2025-06-05 13:57:00,9.4,,Testing,Sprint 2,Sprint 2,database,4
734, including authentication and profile updates, to improve system usability and security. Focus on backend and UI integration.,Story,In Progress,Low,charlie,bob,2025-06-05 17:29:50,2025-06-07 17:29:50,,2025-06-14 17:29:50,3.4,,Research,Sprint 5,Sprint 5,"deploy, database, ml",8
735,Bug task for Research,Please handle a Bug related to Research. Priority: Low.,Bug,Completed,Low,eve,alice,2025-06-14 03:25:13,2025-06-18 03:25:13,2025-06-22 03:25:13,2025-06-27 03:25:13,2.2,2.3,Research,Sprint 2,Sprint 2,"deploy, auth, ml",0
736,Epic task for Design,Please handle a Epic related to Design. Priority: Low.,Epic,Blocked,Low,charlie,alice,2025-06-10 14:45:07,2025-06-14 14:45:07,,2025-06-17 14:45:07,7.8,,Design,Sprint 2,Sprint 2,ui,5
737,Bug task for Development,Please handle a Bug related to Development. Priority: Medium.,Bug,In Progress,Medium,eve,diana,2025-05-29 22:42:56,2025-06-02 22:42:56,,2025-06-05 22:42:56,4.7,,Development,Sprint 3,Sprint 3,"ml, ui",10
738,Bug task for Research,Please handle a Bug related to Research. Priority: High.,Bug,In Progress,High,alice,bob,2025-05-17 00:00:03,2025-05-18 00:00:03,,2025-05-29 00:00:03,10.0,,Research,Sprint 2,Sprint 2,database,9
739,Epic task for Development,Please handle a Epic related to Development. Priority: High.,Epic,Review,High,eve,alice,2025-06-02 22:07:52,2025-06-03 22:07:52,,2025-06-10 22:07:52,10.4,,Development,Sprint 2,Sprint 2,"api, database",15
740,Task task for Design,Please handle a Task related to Design. Priority: High.,Task,To Do,High,charlie,alice,2025-05-27 07:00:33,2025-05-31 07:00:33,,2025-06-02 07:00:33,5.7,,Design,Sprint 2,Sprint 2,"database, api, ui",15
741,Bug task for Research,Please handle a Bug related to Research. Priority: Low.,Bug,To Do,Low,diana,charlie,2025-05-26 04:11:05,2025-05-27 04:11:05,,2025-06-09 04:11:05,13.9,,Research,Sprint 5,Sprint 5,api,8
742,Task task for Design,Please handle a Task related to Design. Priority: Low.,Task,Blocked,Low,bob,diana,2025-05-27 11:54:52,2025-06-01 11:54:52,,2025-06-10 11:54:52,11.9,,Design,Sprint 2,Sprint 2,"database, auth, ml",15
743,Epic task for Development,Please handle a Epic related to Development. Priority: Critical.,Epic,Review,Critical,bob,diana,2025-06-01 20:49:58,2025-06-06 20:49:58,,2025-06-10 20:49:58,8.6,,Development,Sprint 5,Sprint 5,"auth, ui, api",2
744,Bug task for Development,Please handle a Bug related to Development. Priority: Low.,Bug,To Do,Low,charlie,bob,2025-06-03 15:41:34,2025-06-07 15:41:34,,2025-06-15 15:41:34,15.4,,Development,Sprint 3,Sprint 3,"ml, database, api",5
745,Epic task for Testing,Please handle a Epic related to Testing. Priority: Low.,Epic,Blocked,Low,bob,charlie,2025-05-31 16:54:46,2025-06-04 16:54:46,,2025-06-13 16:54:46,16.0,,Testing,Sprint 4,Sprint 4,"ui, ml, deploy",9
746,Epic task for Design,Please handle a Epic related to Design. Priority: High.,Epic,Blocked,High,charlie,eve,2025-06-08 12:58:02,2025-06-13 12:58:02,,2025-06-23 12:58:02,12.7,,Design,Sprint 3,Sprint 3,"database, ui, ml",11
747, including authentication and profile updates, to improve system usability and security. Focus on backend and UI integration.,Story,In Progress,Low,alice,charlie,2025-06-07 18:57:17,2025-06-08 18:57:17,,2025-06-15 18:57:17,15.2,,Research,Sprint 2,Sprint 2,"api, auth",12
748,Story task for Design,Please handle a Story related to Design. Priority: Medium.,Story,Completed,Medium,eve,charlie,2025-05-20 19:57:24,2025-05-23 19:57:24,2025-05-28 19:57:24,2025-05-25 19:57:24,4.9,4.6,Design,Sprint 4,Sprint 4,"api, backend, database",0
749,Bug task for Testing,Please handle a Bug related to Testing. Priority: Medium.,Bug,Completed,Medium,eve,bob,2025-05-22 15:30:53,2025-05-26 15:30:53,2025-05-31 15:30:53,2025-05-30 15:30:53,3.7,4.9,Testing,Sprint 1,Sprint 1,ui,12
750,Task task for Design,Please handle a Task related to Design. Priority: Critical.,Task,Review,Critical,bob,alice,2025-05-22 02:53:58,2025-05-26 02:53:58,,2025-05-30 02:53:58,4.3,,Design,Sprint 3,Sprint 3,deploy,15
751, including authentication and profile updates, to improve system usability and security. Focus on backend and UI integration.,Story,Review,High,bob,eve,2025-06-12 08:24:51,2025-06-14 08:24:51,,2025-06-24 08:24:51,6.5,,Research,Sprint 4,Sprint 4,"api, database, deploy",11
752,Task task for Development,Please handle a Task related to Development. Priority: High.,Task,In Progress,High,alice,eve,2025-06-07 15:07:02,2025-06-08 15:07:02,,2025-06-16 15:07:02,6.1,,Development,Sprint 5,Sprint 5,"ui, ml, database",7
753,Epic task for Research,Please handle a Epic related to Research. Priority: Medium.,Epic,To Do,Medium,charlie,bob,2025-05-16 11:46:17,2025-05-19 11:46:17,,2025-05-22 11:46:17,2.4,,Research,Sprint 5,Sprint 5,"auth, ml",5
754,Story task for Development,Please handle a Story related to Development. Priority: Medium.,Story,In Progress,Medium,diana,charlie,2025-06-08 02:38:29,2025-06-10 02:38:29,,2025-06-21 02:38:29,12.4,,Development,Sprint 4,Sprint 4,ui,8
755,Epic task for Research,Please handle a Epic related to Research. Priority: High.,Epic,Review,High,diana,charlie,2025-05-15 19:27:24,2025-05-17 19:27:24,,2025-05-22 19:27:24,8.1,,Research,Sprint 5,Sprint 5,ml,15
756,Bug task for Development,Please handle a Bug related to Development. Priority: Medium.,Bug,In Progress,Medium,alice,diana,2025-06-10 17:09:33,2025-06-13 17:09:33,,2025-06-19 17:09:33,11.0,,Development,Sprint 1,Sprint 1,"deploy, backend",9
757,Story task for Design,Please handle a Story related to Design. Priority: Low.,Story,Blocked,Low,charlie,alice,2025-06-01 20:32:57,2025-06-04 20:32:57,,2025-06-12 20:32:57,9.9,,Design,Sprint 5,Sprint 5,api,8
758,Task task for Design,Please handle a Task related to Design. Priority: Medium.,Task,Review,Medium,diana,bob,2025-06-05 00:06:23,2025-06-06 00:06:23,,2025-06-12 00:06:23,4.5,,Design,Sprint 1,Sprint 1,"database, backend",5
759,Epic task for Research,Please handle a Epic related to Research. Priority: Low.,Epic,Blocked,Low,alice,bob,2025-06-06 20:37:47,2025-06-09 20:37:47,,2025-06-12 20:37:47,15.3,,Research,Sprint 2,Sprint 2,database,4
760,Story task for Development,Please handle a Story related to Development. Priority: High.,Story,Completed,High,eve,diana,2025-06-07 07:04:30,2025-06-08 07:04:30,2025-06-10 07:04:30,2025-06-22 07:04:30,2.4,2.6,Development,Sprint 4,Sprint 4,"auth, backend, ui",0
761,Task task for Research,Please handle a Task related to Research. Priority: Critical.,Task,Blocked,Critical,bob,eve,2025-05-28 06:22:55,2025-06-02 06:22:55,,2025-06-04 06:22:55,6.2,,Research,Sprint 4,Sprint 4,deploy,5
762,Task task for Testing,Please handle a Task related to Testing. Priority: High.,Task,Review,High,charlie,alice,2025-05-24 19:06:31,2025-05-29 19:06:31,,2025-05-31 19:06:31,7.5,,Testing,Sprint 4,Sprint 4,auth,8
763, including authentication and profile updates, to improve system usability and security. Focus on backend and UI integration.,Story,In Progress,High,diana,bob,2025-05-24 11:45:54,2025-05-28 11:45:54,,2025-06-03 11:45:54,4.6,,Research,Sprint 3,Sprint 3,"deploy, api, ui",9
764,Task task for Testing,Please handle a Task related to Testing. Priority: Medium.,Task,Completed,Medium,eve,bob,2025-05-18 09:33:24,2025-05-20 09:33:24,2025-05-25 09:33:24,2025-06-01 09:33:24,9.7,13.3,Testing,Sprint 4,Sprint 4,"auth, database",1
765,Task task for Development,Please handle a Task related to Development. Priority: Critical.,Task,Blocked,Critical,diana,eve,2025-05-20 12:55:01,2025-05-25 12:55:01,,2025-05-31 12:55:01,4.9,,Development,Sprint 4,Sprint 4,"backend, database, auth",13
766,Epic task for Testing,Please handle a Epic related to Testing. Priority: Low.,Epic,In Progress,Low,charlie,eve,2025-06-03 03:54:23,2025-06-08 03:54:23,,2025-06-16 03:54:23,12.6,,Testing,Sprint 5,Sprint 5,deploy,2
767,Story task for Testing,Please handle a Story related to Testing. Priority: Medium.,Story,Blocked,Medium,alice,bob,2025-05-30 11:08:52,2025-06-03 11:08:52,,2025-06-04 11:08:52,8.3,,Testing,Sprint 1,Sprint 1,backend,1
768,Epic task for Testing,Please handle a Epic related to Testing. Priority: Critical.,Epic,Review,Critical,eve,charlie,2025-05-25 19:18:27,2025-05-30 19:18:27,,2025-05-30 19:18:27,15.7,,Testing,Sprint 2,Sprint 2,ml,1
769,Story task for Development,Please handle a Story related to Development. Priority: High.,Story,Review,High,eve,bob,2025-05-24 17:53:27,2025-05-28 17:53:27,,2025-06-04 17:53:27,6.5,,Development,Sprint 3,Sprint 3,ml,12
770,Bug task for Design,Please handle a Bug related to Design. Priority: High.,Bug,To Do,High,charlie,diana,2025-06-10 13:57:31,2025-06-14 13:57:31,,2025-06-18 13:57:31,13.5,,Design,Sprint 5,Sprint 5,deploy,12
771, including authentication and profile updates, to improve system usability and security. Focus on backend and UI integration.,Story,Review,Medium,charlie,bob,2025-05-19 00:31:07,2025-05-20 00:31:07,,2025-05-30 00:31:07,3.7,,Research,Sprint 3,Sprint 3,"auth, ui, deploy",13
772,Epic task for Research,Please handle a Epic related to Research. Priority: Critical.,Epic,In Progress,Critical,bob,charlie,2025-05-24 00:07:19,2025-05-26 00:07:19,,2025-06-05 00:07:19,7.5,,Research,Sprint 5,Sprint 5,deploy,1
773,Epic task for Design,Please handle a Epic related to Design. Priority: High.,Epic,Review,High,bob,charlie,2025-05-20 05:10:25,2025-05-25 05:10:25,,2025-05-29 05:10:25,3.2,,Design,Sprint 4,Sprint 4,"deploy, auth, ui",6
774,Bug task for Research,Please handle a Bug related to Research. Priority: Medium.,Bug,In Progress,Medium,alice,charlie,2025-05-29 03:07:35,2025-06-03 03:07:35,,2025-06-10 03:07:35,2.8,,Research,Sprint 2,Sprint 2,api,1
775,Story task for Testing,Please handle a Story related to Testing. Priority: Low.,Story,In Progress,Low,eve,diana,2025-05-28 00:30:31,2025-05-31 00:30:31,,2025-06-04 00:30:31,6.1,,Testing,Sprint 3,Sprint 3,"auth, ui, ml",10
776,Task task for Development,Please handle a Task related to Development. Priority: High.,Task,To Do,High,alice,eve,2025-05-31 08:07:45,2025-06-03 08:07:45,,2025-06-09 08:07:45,4.6,,Development,Sprint 5,Sprint 5,"deploy, ui",12
777,Epic task for Development,Please handle a Epic related to Development. Priority: Medium.,Epic,In Progress,Medium,eve,diana,2025-05-28 19:55:32,2025-06-01 19:55:32,,2025-06-12 19:55:32,13.7,,Development,Sprint 2,Sprint 2,"ml, auth",12
778,Bug task for Development,Please handle a Bug related to Development. Priority: Low.,Bug,In Progress,Low,eve,bob,2025-05-22 09:56:26,2025-05-25 09:56:26,,2025-06-01 09:56:26,9.6,,Development,Sprint 5,Sprint 5,"ml, deploy",4
779,Bug task for Research,Please handle a Bug related to Research. Priority: Low.,Bug,Blocked,Low,bob,diana,2025-06-12 03:00:18,2025-06-13 03:00:18,,2025-06-21 03:00:18,13.4,,Research,Sprint 3,Sprint 3,"ui, auth, backend",2
780,Bug task for Development,Please handle a Bug related to Development. Priority: Low.,Bug,Completed,Low,diana,bob,2025-06-07 19:04:02,2025-06-12 19:04:02,2025-06-14 19:04:02,2025-06-20 19:04:02,11.7,17.2,Development,Sprint 1,Sprint 1,"auth, ml",7
781,Epic task for Development,Please handle a Epic related to Development. Priority: Critical.,Epic,Review,Critical,diana,bob,2025-06-12 13:47:38,2025-06-16 13:47:38,,2025-06-21 13:47:38,11.1,,Development,Sprint 4,Sprint 4,"deploy, backend",9
782,Bug task for Design,Please handle a Bug related to Design. Priority: Medium.,Bug,To Do,Medium,bob,diana,2025-06-04 15:05:25,2025-06-05 15:05:25,,2025-06-09 15:05:25,9.6,,Design,Sprint 4,Sprint 4,"deploy, auth, ui",4
783,Epic task for Research,Please handle a Epic related to Research. Priority: Medium.,Epic,To Do,Medium,alice,charlie,2025-05-23 23:25:19,2025-05-27 23:25:19,,2025-06-07 23:25:19,9.7,,Research,Sprint 3,Sprint 3,deploy,6
784,Task task for Development,Please handle a Task related to Development. Priority: High.,Task,Review,High,charlie,alice,2025-05-31 06:08:51,2025-06-04 06:08:51,,2025-06-05 06:08:51,9.5,,Development,Sprint 2,Sprint 2,ml,8
785,Bug task for Testing,Please handle a Bug related to Testing. Priority: High.,Bug,To Do,High,charlie,eve,2025-06-03 00:03:48,2025-06-04 00:03:48,,2025-06-17 00:03:48,9.5,,Testing,Sprint 5,Sprint 5,"backend, database",5
786,Task task for Testing,Please handle a Task related to Testing. Priority: Low.,Task,In Progress,Low,alice,charlie,2025-05-17 01:54:11,2025-05-21 01:54:11,,2025-05-26 01:54:11,6.9,,Testing,Sprint 3,Sprint 3,api,15
787,Task task for Research,Please handle a Task related to Research. Priority: Critical.,Task,In Progress,Critical,charlie,eve,2025-05-29 16:25:57,2025-06-03 16:25:57,,2025-06-05 16:25:57,8.4,,Research,Sprint 4,Sprint 4,backend,8
788,Epic task for Testing,Please handle a Epic related to Testing. Priority: High.,Epic,In Progress,High,charlie,diana,2025-05-24 04:27:03,2025-05-28 04:27:03,,2025-06-04 04:27:03,12.7,,Testing,Sprint 3,Sprint 3,"ui, api",4
789, including authentication and profile updates, to improve system usability and security. Focus on backend and UI integration.,Story,Review,Medium,charlie,bob,2025-06-11 08:13:18,2025-06-13 08:13:18,,2025-06-20 08:13:18,5.0,,Research,Sprint 3,Sprint 3,api,0
790,Bug task for Testing,Please handle a Bug related to Testing. Priority: Critical.,Bug,Blocked,Critical,bob,charlie,2025-06-10 03:19:49,2025-06-13 03:19:49,,2025-06-20 03:19:49,2.6,,Testing,Sprint 5,Sprint 5,"backend, ml",1
791,Bug task for Design,Please handle a Bug related to Design. Priority: Medium.,Bug,To Do,Medium,diana,bob,2025-05-30 10:56:48,2025-05-31 10:56:48,,2025-06-09 10:56:48,12.5,,Design,Sprint 3,Sprint 3,ui,8
792,Story task for Design,Please handle a Story related to Design. Priority: Medium.,Story,Review,Medium,bob,diana,2025-06-08 07:20:00,2025-06-12 07:20:00,,2025-06-19 07:20:00,7.6,,Design,Sprint 1,Sprint 1,"database, deploy",11
793,Task task for Development,Please handle a Task related to Development. Priority: High.,Task,Blocked,High,diana,bob,2025-06-10 06:44:58,2025-06-12 06:44:58,,2025-06-20 06:44:58,5.7,,Development,Sprint 3,Sprint 3,ui,2
794,Task task for Development,Please handle a Task related to Development. Priority: High.,Task,To Do,High,charlie,diana,2025-05-25 19:16:37,2025-05-29 19:16:37,,2025-06-04 19:16:37,3.1,,Development,Sprint 4,Sprint 4,ml,13
795,Story task for Development,Please handle a Story related to Development. Priority: Critical.,Story,Blocked,Critical,diana,eve,2025-05-20 17:59:03,2025-05-21 17:59:03,,2025-05-30 17:59:03,5.4,,Development,Sprint 1,Sprint 1,"backend, database",10
796,Epic task for Research,Please handle a Epic related to Research. Priority: Medium.,Epic,Blocked,Medium,eve,alice,2025-05-27 00:09:30,2025-05-29 00:09:30,,2025-06-01 00:09:30,12.9,,Research,Sprint 4,Sprint 4,"auth, deploy, backend",2
797,Story task for Design,Please handle a Story related to Design. Priority: Critical.,Story,Completed,Critical,alice,bob,2025-06-11 12:13:21,2025-06-12 12:13:21,2025-06-17 12:13:21,2025-06-21 12:13:21,12.6,14.5,Design,Sprint 5,Sprint 5,auth,13
798,Bug task for Testing,Please handle a Bug related to Testing. Priority: Low.,Bug,Review,Low,charlie,alice,2025-06-03 21:26:34,2025-06-07 21:26:34,,2025-06-18 21:26:34,2.6,,Testing,Sprint 3,Sprint 3,"api, backend, auth",0
799,Bug task for Research,Please handle a Bug related to Research. Priority: Low.,Bug,To Do,Low,eve,bob,2025-05-31 21:27:36,2025-06-04 21:27:36,,2025-06-15 21:27:36,5.3,,Research,Sprint 1,Sprint 1,"ml, backend",12
800,Story task for Testing,Please handle a Story related to Testing. Priority: High.,Story,In Progress,High,diana,bob,2025-05-22 10:33:31,2025-05-24 10:33:31,,2025-05-28 10:33:31,3.9,,Testing,Sprint 5,Sprint 5,"database, api, backend",4
801,Epic task for Testing,Please handle a Epic related to Testing. Priority: Critical.,Epic,Blocked,Critical,diana,bob,2025-06-06 02:32:29,2025-06-11 02:32:29,,2025-06-17 02:32:29,6.9,,Testing,Sprint 3,Sprint 3,"database, auth, ml",14
802,Epic task for Development,Please handle a Epic related to Development. Priority: High.,Epic,To Do,High,bob,charlie,2025-06-02 12:50:00,2025-06-04 12:50:00,,2025-06-09 12:50:00,14.5,,Development,Sprint 4,Sprint 4,"backend, api",10
803,Bug task for Testing,Please handle a Bug related to Testing. Priority: High.,Bug,Review,High,bob,alice,2025-06-13 17:34:12,2025-06-17 17:34:12,,2025-06-26 17:34:12,13.3,,Testing,Sprint 3,Sprint 3,"backend, ui",8
804,Task task for Testing,Please handle a Task related to Testing. Priority: Medium.,Task,Blocked,Medium,bob,charlie,2025-06-02 11:21:05,2025-06-06 11:21:05,,2025-06-10 11:21:05,4.7,,Testing,Sprint 2,Sprint 2,api,3
805,Bug task for Testing,Please handle a Bug related to Testing. Priority: High.,Bug,To Do,High,bob,diana,2025-06-04 12:00:37,2025-06-09 12:00:37,,2025-06-12 12:00:37,12.4,,Testing,Sprint 1,Sprint 1,"ml, api",3
806,Story task for Design,Please handle a Story related to Design. Priority: High.,Story,To Do,High,bob,diana,2025-06-09 08:52:41,2025-06-10 08:52:41,,2025-06-23 08:52:41,7.7,,Design,Sprint 5,Sprint 5,"ui, api",12
807,Story task for Testing,Please handle a Story related to Testing. Priority: Critical.,Story,Blocked,Critical,bob,alice,2025-06-10 21:32:25,2025-06-13 21:32:25,,2025-06-16 21:32:25,2.0,,Testing,Sprint 5,Sprint 5,"deploy, database, api",15
808,Bug task for Development,Please handle a Bug related to Development. Priority: High.,Bug,Completed,High,bob,alice,2025-05-21 00:07:13,2025-05-22 00:07:13,2025-05-24 00:07:13,2025-05-26 00:07:13,9.2,8.2,Development,Sprint 2,Sprint 2,"ui, api, deploy",2
809,Epic task for Testing,Please handle a Epic related to Testing. Priority: High.,Epic,Review,High,charlie,diana,2025-05-15 10:33:37,2025-05-17 10:33:37,,2025-05-21 10:33:37,9.0,,Testing,Sprint 5,Sprint 5,"backend, deploy",11
810,Task task for Research,Please handle a Task related to Research. Priority: Critical.,Task,In Progress,Critical,eve,charlie,2025-05-17 04:51:12,2025-05-18 04:51:12,,2025-05-26 04:51:12,4.1,,Research,Sprint 1,Sprint 1,"api, backend, ml",12
811,Story task for Development,Please handle a Story related to Development. Priority: Critical.,Story,In Progress,Critical,charlie,alice,2025-05-24 19:23:39,2025-05-25 19:23:39,,2025-06-01 19:23:39,11.8,,Development,Sprint 3,Sprint 3,"auth, ml",3
812,Task task for Design,Please handle a Task related to Design. Priority: Medium.,Task,Review,Medium,eve,bob,2025-05-26 05:46:57,2025-05-28 05:46:57,,2025-06-04 05:46:57,3.8,,Design,Sprint 5,Sprint 5,deploy,15
813,Task task for Development,Please handle a Task related to Development. Priority: Medium.,Task,Completed,Medium,bob,alice,2025-05-18 00:15:12,2025-05-20 00:15:12,2025-05-24 00:15:12,2025-06-02 00:15:12,5.8,6.9,Development,Sprint 4,Sprint 4,"ui, database, auth",15
814,Epic task for Design,Please handle a Epic related to Design. Priority: Critical.,Epic,Blocked,Critical,eve,charlie,2025-06-10 20:16:15,2025-06-11 20:16:15,,2025-06-17 20:16:15,4.7,,Design,Sprint 2,Sprint 2,"auth, ui",1
815,Task task for Design,Please handle a Task related to Design. Priority: Medium.,Task,Completed,Medium,charlie,bob,2025-05-23 13:37:38,2025-05-24 13:37:38,2025-05-29 13:37:38,2025-05-28 13:37:38,4.1,5.7,Design,Sprint 4,Sprint 4,"auth, api, backend",4
816,Bug task for Development,Please handle a Bug related to Development. Priority: High.,Bug,Completed,High,charlie,diana,2025-05-24 18:34:14,2025-05-29 18:34:14,2025-05-31 18:34:14,2025-05-29 18:34:14,8.8,8.5,Development,Sprint 1,Sprint 1,ml,2
817,Epic task for Development,Please handle a Epic related to Development. Priority: Low.,Epic,Blocked,Low,alice,eve,2025-05-17 23:53:39,2025-05-22 23:53:39,,2025-05-29 23:53:39,5.3,,Development,Sprint 4,Sprint 4,"ml, ui",5
818,Task task for Design,Please handle a Task related to Design. Priority: Medium.,Task,Blocked,Medium,alice,bob,2025-06-03 18:56:59,2025-06-05 18:56:59,,2025-06-17 18:56:59,14.5,,Design,Sprint 5,Sprint 5,"deploy, database, backend",3
819,Bug task for Testing,Please handle a Bug related to Testing. Priority: Critical.,Bug,Review,Critical,bob,eve,2025-06-05 08:06:05,2025-06-07 08:06:05,,2025-06-15 08:06:05,3.4,,Testing,Sprint 3,Sprint 3,"ui, deploy, api",11
820,Story task for Design,Please handle a Story related to Design. Priority: High.,Story,In Progress,High,alice,bob,2025-05-20 19:02:30,2025-05-23 19:02:30,,2025-06-01 19:02:30,11.3,,Design,Sprint 5,Sprint 5,ui,12
821,Epic task for Research,Please handle a Epic related to Research. Priority: Low.,Epic,In Progress,Low,alice,diana,2025-06-05 07:50:47,2025-06-10 07:50:47,,2025-06-20 07:50:47,13.6,,Research,Sprint 1,Sprint 1,api,12
822,Task task for Research,Please handle a Task related to Research. Priority: Critical.,Task,To Do,Critical,bob,alice,2025-05-24 04:17:21,2025-05-29 04:17:21,,2025-05-30 04:17:21,9.7,,Research,Sprint 2,Sprint 2,"backend, ml",13
823,Task task for Development,Please handle a Task related to Development. Priority: Low.,Task,To Do,Low,bob,eve,2025-06-08 02:47:45,2025-06-09 02:47:45,,2025-06-14 02:47:45,8.6,,Development,Sprint 2,Sprint 2,deploy,15
824,Task task for Research,Please handle a Task related to Research. Priority: Low.,Task,Blocked,Low,alice,eve,2025-05-30 09:54:20,2025-06-01 09:54:20,,2025-06-07 09:54:20,11.8,,Research,Sprint 5,Sprint 5,ui,3
825,Epic task for Testing,Please handle a Epic related to Testing. Priority: Low.,Epic,To Do,Low,charlie,alice,2025-06-11 14:47:11,2025-06-16 14:47:11,,2025-06-25 14:47:11,14.7,,Testing,Sprint 5,Sprint 5,"ml, auth, database",0
826,Epic task for Testing,Please handle a Epic related to Testing. Priority: Critical.,Epic,Blocked,Critical,charlie,diana,2025-05-26 01:29:56,2025-05-28 01:29:56,,2025-06-06 01:29:56,12.6,,Testing,Sprint 5,Sprint 5,"database, auth, api",14
827,Task task for Research,Please handle a Task related to Research. Priority: Low.,Task,In Progress,Low,bob,diana,2025-06-14 00:41:44,2025-06-15 00:41:44,,2025-06-27 00:41:44,5.8,,Research,Sprint 3,Sprint 3,"auth, ml",7
828,Bug task for Development,Please handle a Bug related to Development. Priority: Critical.,Bug,Blocked,Critical,alice,charlie,2025-06-01 15:38:03,2025-06-02 15:38:03,,2025-06-16 15:38:03,4.3,,Development,Sprint 4,Sprint 4,"ml, api",10
829,Task task for Research,Please handle a Task related to Research. Priority: Medium.,Task,Completed,Medium,charlie,eve,2025-05-28 01:28:54,2025-05-29 01:28:54,2025-06-02 01:28:54,2025-06-03 01:28:54,8.5,9.5,Research,Sprint 4,Sprint 4,"database, ui, auth",6
830,Epic task for Development,Please handle a Epic related to Development. Priority: Critical.,Epic,To Do,Critical,eve,bob,2025-05-30 13:11:45,2025-06-03 13:11:45,,2025-06-13 13:11:45,3.6,,Development,Sprint 4,Sprint 4,api,11
831,Epic task for Development,Please handle a Epic related to Development. Priority: High.,Epic,Review,High,diana,alice,2025-06-11 06:21:07,2025-06-13 06:21:07,,2025-06-26 06:21:07,11.7,,Development,Sprint 5,Sprint 5,backend,7
832,Task task for Development,Please handle a Task related to Development. Priority: Critical.,Task,In Progress,Critical,bob,alice,2025-05-31 21:58:12,2025-06-02 21:58:12,,2025-06-06 21:58:12,12.4,,Development,Sprint 4,Sprint 4,api,12
833,Epic task for Development,Please handle a Epic related to Development. Priority: Low.,Epic,In Progress,Low,eve,alice,2025-06-04 00:24:37,2025-06-05 00:24:37,,2025-06-10 00:24:37,3.1,,Development,Sprint 2,Sprint 2,"auth, ui",5
