task_id,title,description,type,status,priority,assignee,reporter,created_at,start_time,end_time,due_date,estimated_hours,actual_hours,category,board_name,sprint_name,labels,comments_count
856,Ground two his lot situation north really.,Different onto offer week American capital. Party happen mind million participant president soon red. Simple kid girl free soldier.,Story,Review,High,bob,eve,2025-06-13 08:37:52,2025-06-15 08:37:52,,2025-06-18 08:37:52,10.8,,Development,Sprint 3,Sprint 3,ui,0
857,Really case easy structure tough.,Include manager summer real read. Tax remember address stock financial week. South before past allow.,Bug,Review,High,diana,charlie,2025-05-21 16:47:25,2025-05-25 16:47:25,,2025-05-31 16:47:25,4.3,,Development,Sprint 1,Sprint 1,"ml, deploy, ui",7
858,Nice room leave forget cut available.,Word truth memory ready ready animal capital. Yes force gun word themselves response case bit.,Task,Completed,Medium,eve,diana,2025-05-28 01:48:16,2025-05-31 01:48:16,2025-06-01 01:48:16,2025-06-10 01:48:16,13.8,19.6,Testing,Sprint 3,Sprint 3,"ml, backend",12
859,East today site establish onto.,Practice pay animal that phone even industry. Gun national site chance. Light be red able season.,Story,Blocked,Low,eve,bob,2025-05-28 18:38:49,2025-05-30 18:38:49,,2025-06-07 18:38:49,9.7,,Development,Sprint 5,Sprint 5,database,4
860,Treat prepare once in enjoy.,Machine focus force plant if. Own window opportunity from join east hear.,Bug,Review,Medium,alice,bob,2025-05-24 13:00:29,2025-05-29 13:00:29,,2025-05-29 13:00:29,4.3,,Research,Sprint 3,Sprint 3,"deploy, ui",8
861,House tonight paper risk system for anything.,Win in involve debate outside. Idea prevent eye cost reason truth news.,Task,Completed,Medium,eve,charlie,2025-06-12 23:42:52,2025-06-17 23:42:52,2025-06-18 23:42:52,2025-06-19 23:42:52,14.4,19.2,Testing,Sprint 4,Sprint 4,"ml, auth",0
862,Teacher clearly official have them.,Great avoid toward effect mother data fine. Such guy ahead light suffer. Get race where president decide five.,Task,In Progress,Low,charlie,eve,2025-06-09 22:11:10,2025-06-14 22:11:10,,2025-06-20 22:11:10,14.1,,Design,Sprint 2,Sprint 2,deploy,13
863,Beautiful model yet enough moment bar.,Safe perhaps get together attack whole he. Security weight car ground to other.,Bug,Review,Low,alice,bob,2025-05-16 23:45:06,2025-05-19 23:45:06,,2025-05-24 23:45:06,7.8,,Development,Sprint 1,Sprint 1,"ui, api, auth",7
864,Game accept risk the listen few skin miss.,Brother husband decade source. Less senior join staff against talk total. Tend man certainly perform.,Story,Completed,Medium,charlie,eve,2025-06-11 09:27:48,2025-06-16 09:27:48,2025-06-21 09:27:48,2025-06-19 09:27:48,4.2,4.3,Development,Sprint 5,Sprint 5,"api, backend, deploy",2
865,Good rock four film grow dog.,Executive professional country. Involve young job serious traditional player realize. How admit fear miss.,Task,In Progress,Low,diana,eve,2025-05-27 21:45:06,2025-06-01 21:45:06,,2025-06-05 21:45:06,10.7,,Testing,Sprint 5,Sprint 5,database,7
866,Money me drop.,Again federal action movement church choice in important. Whose follow role marriage purpose here firm. Commercial economy certain take particularly.,Bug,In Progress,Medium,charlie,eve,2025-05-27 06:44:06,2025-05-31 06:44:06,,2025-06-03 06:44:06,12.3,,Testing,Sprint 1,Sprint 1,"auth, database",0
867,Teacher individual thus bit skin enough.,Set travel hundred accept candidate film maybe. Visit cover already take blue so. Growth TV town.,Story,Blocked,Medium,charlie,bob,2025-05-29 08:52:32,2025-06-01 08:52:32,,2025-06-12 08:52:32,10.8,,Testing,Sprint 5,Sprint 5,"deploy, ml",14
868,Its lay finally watch.,Detail stage term page. Phone data traditional in set focus. Degree reason environmental lot maintain.,Story,Completed,Critical,charlie,bob,2025-05-19 01:09:55,2025-05-21 01:09:55,2025-05-26 01:09:55,2025-05-25 01:09:55,13.0,11.2,Research,Sprint 5,Sprint 5,api,10
869,Cover summer politics Republican media.,Under woman movement challenge record bar lead. Then turn difference general think. Return long community unit though.,Story,Blocked,Critical,alice,charlie,2025-05-18 21:06:36,2025-05-20 21:06:36,,2025-05-29 21:06:36,2.9,,Design,Sprint 1,Sprint 1,"backend, ui",5
870,Dinner social peace clear.,Much own government. Down soon across form those thank care how. Some far question especially. Challenge commercial play defense vote describe teach.,Bug,To Do,Low,charlie,eve,2025-05-25 18:26:05,2025-05-26 18:26:05,,2025-06-03 18:26:05,9.6,,Testing,Sprint 4,Sprint 4,"auth, deploy",1
871,Cell market finish clearly rather reason agree.,Reality sound wife. Name get toward seem road yourself economy break.,Epic,To Do,High,bob,diana,2025-05-25 16:55:51,2025-05-27 16:55:51,,2025-06-09 16:55:51,7.7,,Design,Sprint 1,Sprint 1,api,8
872,Board size meet future culture the.,Movie area career stand system possible try. Very back suggest amount debate. Court world executive by behind fund.,Epic,To Do,Medium,diana,eve,2025-05-24 06:21:00,2025-05-25 06:21:00,,2025-05-29 06:21:00,15.2,,Development,Sprint 2,Sprint 2,"ml, ui, database",6
873,Score the analysis else.,Artist people when. Ready avoid high rule.,Bug,Review,Low,charlie,diana,2025-05-20 07:05:56,2025-05-23 07:05:56,,2025-06-03 07:05:56,13.0,,Testing,Sprint 3,Sprint 3,backend,9
874,Help until western rise response method.,Window successful election economic safe thus possible. Once themselves series our per daughter activity most.,Epic,To Do,Low,bob,diana,2025-05-30 02:27:17,2025-06-04 02:27:17,,2025-06-11 02:27:17,12.2,,Research,Sprint 4,Sprint 4,"auth, api, deploy",2
875,Article industry entire coach skin near.,Should though question note eat. Science player also yes cut deep it. Than tree red whether choice true bit.,Task,Blocked,High,charlie,bob,2025-06-01 19:45:25,2025-06-05 19:45:25,,2025-06-14 19:45:25,10.9,,Design,Sprint 5,Sprint 5,"auth, api",1
876,Expert him exist yourself.,Grow become daughter. Light still easy. Building kind stop couple project sure.,Bug,Review,Medium,eve,diana,2025-05-31 08:43:10,2025-06-03 08:43:10,,2025-06-14 08:43:10,6.6,,Design,Sprint 1,Sprint 1,database,5
877,Clear between require finally song quite indeed.,Information increase hold challenge. Economy country candidate set hot. Under seat performance teacher help law. Finally practice population simply out.,Epic,Review,High,bob,alice,2025-06-08 18:25:13,2025-06-13 18:25:13,,2025-06-19 18:25:13,12.3,,Testing,Sprint 4,Sprint 4,backend,3
878,Hot safe gas me kitchen.,Card ask put free matter. Good trouble Republican class leave manager citizen.,Bug,In Progress,High,bob,diana,2025-06-06 02:38:04,2025-06-11 02:38:04,,2025-06-15 02:38:04,11.5,,Testing,Sprint 1,Sprint 1,"database, ui, ml",6
879,So all thank prepare guy have fact.,Whole happen drop question party radio see. Light car garden.,Bug,Completed,Medium,bob,diana,2025-06-01 00:21:02,2025-06-04 00:21:02,2025-06-05 00:21:02,2025-06-11 00:21:02,6.8,9.2,Research,Sprint 5,Sprint 5,"backend, auth",14
880,Some media base total poor old.,Character open anyone present result alone table. Camera in father top benefit along support.,Story,In Progress,Medium,diana,eve,2025-06-13 00:19:04,2025-06-16 00:19:04,,2025-06-19 00:19:04,9.2,,Design,Sprint 4,Sprint 4,backend,5
881,Sound film add once should within.,Detail perform when. Prove right analysis attorney across growth. Drop because size join meet raise.,Story,Completed,Low,eve,diana,2025-06-13 01:19:26,2025-06-18 01:19:26,2025-06-19 01:19:26,2025-06-23 01:19:26,5.5,6.2,Testing,Sprint 5,Sprint 5,backend,14
882,High measure issue federal rule stop few.,Most enjoy detail country people. Bill budget think that particular.,Task,Completed,High,eve,charlie,2025-05-30 17:08:00,2025-06-03 17:08:00,2025-06-06 17:08:00,2025-06-10 17:08:00,7.4,11.0,Development,Sprint 4,Sprint 4,"ml, backend, api",1
883,However more magazine ball although religious car.,Dog bar like. Sometimes century this worker and military break heart. Onto southern stand.,Story,To Do,Critical,charlie,bob,2025-06-04 05:45:24,2025-06-07 05:45:24,,2025-06-19 05:45:24,12.2,,Research,Sprint 4,Sprint 4,"ui, database",6
884,Decide industry employee rise large sea art face.,Agency nearly activity way center success thing. Kind sense lot by cost.,Story,Completed,Critical,charlie,eve,2025-06-09 21:28:46,2025-06-12 21:28:46,2025-06-17 21:28:46,2025-06-23 21:28:46,4.6,3.9,Design,Sprint 4,Sprint 4,deploy,8
885,Ready lawyer both.,Check shoulder enough. Attention get prove find stock million them allow.,Epic,Review,Critical,diana,eve,2025-06-06 13:20:15,2025-06-11 13:20:15,,2025-06-15 13:20:15,3.9,,Development,Sprint 2,Sprint 2,"database, auth, backend",1
886,Resource avoid response physical executive like.,Your new receive whose artist. Level guy beautiful ball sister certainly.,Task,Completed,Low,charlie,diana,2025-05-29 11:37:40,2025-05-31 11:37:40,2025-06-03 11:37:40,2025-06-05 11:37:40,11.5,13.0,Testing,Sprint 2,Sprint 2,"ml, database",8
887,Thing food bank magazine difficult instead.,Listen amount national beyond material. General wish type do development effect. More various maybe.,Task,In Progress,Critical,charlie,diana,2025-05-20 13:08:09,2025-05-24 13:08:09,,2025-05-26 13:08:09,3.0,,Research,Sprint 2,Sprint 2,"backend, api",11
888,Anyone leader down door window night under.,Offer factor both.,Epic,Completed,Critical,eve,bob,2025-06-13 00:42:30,2025-06-18 00:42:30,2025-06-22 00:42:30,2025-06-28 00:42:30,6.4,5.7,Research,Sprint 2,Sprint 2,"ml, ui, database",6
889,Assume card far effort.,Officer care city partner matter half. Reason clear every forward mind game.,Task,Completed,Critical,charlie,eve,2025-06-03 13:47:08,2025-06-06 13:47:08,2025-06-10 13:47:08,2025-06-10 13:47:08,2.6,3.6,Research,Sprint 3,Sprint 3,"deploy, api, database",3
890,If open might reflect around.,Blue space table tend turn focus role. Role effort feeling account difficult position.,Task,To Do,Low,charlie,alice,2025-05-19 02:41:58,2025-05-20 02:41:58,,2025-05-26 02:41:58,12.5,,Design,Sprint 1,Sprint 1,"deploy, ml, database",0
891,Ball beat sort dinner necessary deal exist including.,Respond blood game couple. Could great idea may. A not dream through effort.,Story,In Progress,Medium,diana,alice,2025-06-10 01:26:33,2025-06-13 01:26:33,,2025-06-18 01:26:33,8.7,,Design,Sprint 1,Sprint 1,"deploy, backend, ui",5
892,Stuff page less real information.,War industry yeah fast address baby fight. Many become such property statement.,Epic,Blocked,Medium,eve,alice,2025-05-27 13:48:29,2025-05-31 13:48:29,,2025-06-05 13:48:29,8.6,,Research,Sprint 3,Sprint 3,ui,5
893,Fill morning church white road name.,Could what join consider eight item. Home cell husband can state purpose their. Lay while both relationship far reflect imagine.,Epic,Completed,Medium,diana,bob,2025-05-30 12:19:35,2025-06-01 12:19:35,2025-06-02 12:19:35,2025-06-06 12:19:35,12.4,11.5,Testing,Sprint 1,Sprint 1,backend,4
894,Forward avoid record after very budget magazine.,Charge culture every although college morning.,Task,In Progress,Critical,diana,alice,2025-06-05 20:18:52,2025-06-07 20:18:52,,2025-06-10 20:18:52,6.8,,Research,Sprint 5,Sprint 5,"ui, api, database",8
895,Election throughout floor simply.,Positive would blood. Reason run concern. Level material argue wonder make grow. Provide lot technology pattern trouble prepare.,Task,In Progress,Low,bob,eve,2025-05-27 02:43:22,2025-05-30 02:43:22,,2025-06-09 02:43:22,3.4,,Research,Sprint 5,Sprint 5,"api, ui",9
896,High detail such guess also lose tonight class.,Southern best weight dark. Beat book maybe. List manager find as.,Task,Review,High,diana,eve,2025-05-30 06:49:38,2025-06-03 06:49:38,,2025-06-13 06:49:38,8.2,,Development,Sprint 2,Sprint 2,"ml, ui",13
897,Course remain itself lose.,Store major itself matter pattern song. President behind industry pull. Resource theory itself address. Response join explain show century girl watch.,Story,To Do,Low,alice,diana,2025-06-02 16:13:29,2025-06-07 16:13:29,,2025-06-09 16:13:29,11.8,,Development,Sprint 2,Sprint 2,"deploy, database",14
898,Office ahead though rise sell.,Strong though affect put. Enough film store fine deal identify.,Bug,Blocked,High,alice,bob,2025-05-26 04:47:56,2025-05-27 04:47:56,,2025-06-03 04:47:56,6.1,,Development,Sprint 2,Sprint 2,deploy,14
899,Simply machine important option anyone sister own medical.,Must age real Republican age.,Story,Completed,Critical,alice,eve,2025-06-01 19:37:18,2025-06-02 19:37:18,2025-06-03 19:37:18,2025-06-11 19:37:18,11.6,9.8,Testing,Sprint 5,Sprint 5,ml,4
900,A including live always.,Home anything but in material. Point fact I benefit would task. However religious quality media defense.,Story,To Do,High,alice,diana,2025-05-29 16:46:09,2025-05-31 16:46:09,,2025-06-07 16:46:09,6.6,,Testing,Sprint 3,Sprint 3,"ui, auth, ml",11
901,Treatment goal well main meet appear crime.,Population each great chance. Radio civil skill pick wear grow.,Epic,To Do,Low,bob,alice,2025-06-02 23:01:52,2025-06-03 23:01:52,,2025-06-17 23:01:52,8.0,,Design,Sprint 4,Sprint 4,"auth, ml, deploy",10
902,Continue success run about.,Evening new safe view catch bar order. Increase none you letter figure point draw report. Material issue wide any each central develop level.,Task,In Progress,Low,eve,alice,2025-06-06 09:56:02,2025-06-10 09:56:02,,2025-06-17 09:56:02,13.2,,Design,Sprint 1,Sprint 1,ui,4
903,Network analysis understand late.,Man else take man. Social now describe cut rather television ask blue. Population nature line. Bed be sing center often.,Epic,In Progress,Medium,alice,charlie,2025-05-27 09:28:40,2025-05-30 09:28:40,,2025-06-01 09:28:40,5.2,,Testing,Sprint 1,Sprint 1,deploy,6
904,Key work lead.,Hard whose loss business. That mind that. Reality response mouth place beyond. Position according decision race enjoy class.,Bug,Blocked,Medium,bob,charlie,2025-06-11 04:34:54,2025-06-14 04:34:54,,2025-06-21 04:34:54,7.7,,Development,Sprint 3,Sprint 3,"deploy, ml",4
905,Owner less top field husband adult local.,Particularly treat land pattern. Street sure through car better cut determine. Soon per face small computer page experience.,Epic,To Do,Critical,diana,charlie,2025-05-19 10:45:10,2025-05-20 10:45:10,,2025-05-24 10:45:10,15.1,,Development,Sprint 2,Sprint 2,"database, api, ml",2
906,Mother tonight heavy style.,Worry himself commercial including tough task true.,Bug,Completed,High,eve,bob,2025-06-05 14:46:28,2025-06-10 14:46:28,2025-06-13 14:46:28,2025-06-19 14:46:28,15.8,13.5,Research,Sprint 5,Sprint 5,"ml, backend",4
907,Central message yes activity blue.,Much company security. Available life finally southern recent happen professor. Eight along painting ask already score. New hotel fire large beat animal beat lose.,Task,In Progress,Critical,eve,diana,2025-05-26 00:35:31,2025-05-27 00:35:31,,2025-06-07 00:35:31,9.0,,Research,Sprint 5,Sprint 5,backend,5
908,Exist hundred foreign.,Cut responsibility set box break him realize. Employee well quickly house. Customer begin too energy wife western form. Say sit hear training care gun wish.,Task,To Do,Medium,charlie,diana,2025-05-27 23:26:49,2025-06-01 23:26:49,,2025-06-11 23:26:49,10.0,,Research,Sprint 1,Sprint 1,"ui, auth, database",14
909,Trouble or become question factor happen opportunity.,Thank season perform hard. Personal politics price might realize politics. Claim economy town girl political fill wonder.,Story,In Progress,Critical,eve,alice,2025-06-07 12:00:07,2025-06-09 12:00:07,,2025-06-18 12:00:07,9.0,,Research,Sprint 2,Sprint 2,"ui, backend, api",12
910,Product officer increase service use early certainly represent.,Cup discuss serve. Speak training deep care follow major sense. Effect need three citizen.,Task,To Do,Critical,diana,alice,2025-06-09 05:35:34,2025-06-13 05:35:34,,2025-06-24 05:35:34,2.8,,Design,Sprint 5,Sprint 5,"database, deploy",10
911,Budget then suffer admit against either training.,Defense near teach family citizen knowledge their fight. Story moment clear reason. Bad buy hold fish easy nor. Food next close chance four surface run.,Story,Review,Low,alice,charlie,2025-05-26 13:37:01,2025-05-31 13:37:01,,2025-06-10 13:37:01,15.6,,Research,Sprint 2,Sprint 2,"backend, deploy",7
912,Bank senior different news best send.,Treat hand four mouth. Statement prove television nearly heavy than former. Add speech loss gas wall city seek.,Task,In Progress,High,alice,charlie,2025-05-25 04:09:10,2025-05-28 04:09:10,,2025-05-30 04:09:10,12.8,,Development,Sprint 2,Sprint 2,"deploy, api, database",0
913,Wall yes thousand consider involve read next.,Forward space big account wide teach. American reason office project former develop or along.,Task,In Progress,Low,alice,diana,2025-05-28 20:53:50,2025-05-29 20:53:50,,2025-06-04 20:53:50,9.1,,Research,Sprint 5,Sprint 5,"ml, deploy, database",10
914,Religious there expect woman group door do.,Whatever security conference financial produce. Court just real.,Task,In Progress,Medium,eve,bob,2025-06-03 21:46:56,2025-06-05 21:46:56,,2025-06-09 21:46:56,3.3,,Development,Sprint 2,Sprint 2,"ui, deploy, backend",2
915,Hour research pressure build entire young especially.,Turn while whose onto although. Describe own of position. Second population approach provide spend goal.,Story,In Progress,Critical,diana,eve,2025-05-15 20:48:27,2025-05-16 20:48:27,,2025-05-24 20:48:27,14.9,,Testing,Sprint 3,Sprint 3,"ui, api",0
916,Place here foreign.,Husband value account amount drop. And show week discussion. Eight foot project pay lose modern person.,Bug,Completed,Medium,alice,bob,2025-05-16 11:12:54,2025-05-17 11:12:54,2025-05-22 11:12:54,2025-05-27 11:12:54,10.4,9.8,Research,Sprint 2,Sprint 2,"auth, ui, database",2
917,Worker say play blood believe billion.,Few whether fish themselves dark require social. Record range just himself enough. Treat watch success central indeed series wind teacher. Name attorney heart provide still too.,Task,Completed,Medium,eve,alice,2025-05-18 07:04:27,2025-05-20 07:04:27,2025-05-22 07:04:27,2025-05-28 07:04:27,5.4,7.3,Design,Sprint 2,Sprint 2,"backend, deploy",7
918,Economy audience half administration buy president.,Loss once answer ready. Improve chair until common or degree energy.,Epic,To Do,High,alice,charlie,2025-05-28 08:31:10,2025-05-30 08:31:10,,2025-06-02 08:31:10,11.7,,Testing,Sprint 4,Sprint 4,"ui, auth, deploy",2
919,Movie create generation movement himself meeting offer.,Catch lay rule event. Best series become can color language ago between.,Story,Review,High,charlie,eve,2025-06-04 08:30:30,2025-06-06 08:30:30,,2025-06-13 08:30:30,5.0,,Research,Sprint 5,Sprint 5,"ml, deploy",11
920,Series focus fly middle represent research local.,Why field they should. Everyone company important laugh culture charge. Send number Mrs public listen.,Task,Review,High,eve,charlie,2025-05-30 00:49:31,2025-06-03 00:49:31,,2025-06-07 00:49:31,8.0,,Design,Sprint 1,Sprint 1,"deploy, api, ml",1
921,Service main anything radio watch.,Any together someone set somebody likely. Sense fear author college. Mouth kind claim use.,Epic,In Progress,Low,charlie,alice,2025-05-19 13:44:09,2025-05-24 13:44:09,,2025-05-31 13:44:09,14.7,,Design,Sprint 3,Sprint 3,"database, ui, auth",6
922,Money same fall shoulder happy fine go behind.,Myself success professor call artist off. Low might word. Hotel sport end operation.,Story,Blocked,Critical,bob,eve,2025-05-27 04:48:13,2025-05-30 04:48:13,,2025-06-03 04:48:13,13.8,,Development,Sprint 1,Sprint 1,"auth, database, ui",10
923,Care hope detail information.,Action visit never must. Police west once. Appear require over reduce nor thought most theory. Look realize certainly development buy north central.,Task,Review,High,bob,charlie,2025-05-30 01:51:45,2025-06-04 01:51:45,,2025-06-08 01:51:45,7.6,,Research,Sprint 4,Sprint 4,"database, ui, ml",5
924,Early morning fear third.,Fine large before music. Summer possible challenge difference design everybody magazine material.,Task,To Do,Medium,eve,charlie,2025-06-10 05:45:51,2025-06-13 05:45:51,,2025-06-16 05:45:51,8.1,,Research,Sprint 3,Sprint 3,"backend, ui",12
925,Art course million floor beautiful care.,On fact behavior where.,Bug,In Progress,Medium,eve,diana,2025-06-10 09:30:54,2025-06-12 09:30:54,,2025-06-15 09:30:54,2.0,,Research,Sprint 1,Sprint 1,"database, ml, auth",10
926,Long yet building.,Environment stay together red. Movie Republican produce do.,Task,In Progress,Low,alice,eve,2025-06-02 11:44:00,2025-06-04 11:44:00,,2025-06-11 11:44:00,11.0,,Testing,Sprint 5,Sprint 5,"deploy, ui",0
927,Here service star analysis able wind owner.,Second nice red reach significant stock business. Available item cover stop light.,Bug,Completed,Critical,alice,diana,2025-06-01 15:56:49,2025-06-03 15:56:49,2025-06-05 15:56:49,2025-06-06 15:56:49,13.3,15.1,Research,Sprint 5,Sprint 5,"ui, auth, backend",3
928,Whole whom source society those time off modern.,Family clear could dinner. Later effect wait mention. Property more their.,Task,To Do,High,alice,eve,2025-06-07 03:07:41,2025-06-12 03:07:41,,2025-06-18 03:07:41,9.7,,Development,Sprint 3,Sprint 3,"auth, backend, deploy",13
929,It mouth smile.,Yes among term. Article market push open close point else. Manager dark go work set front could ready. Open morning while perform summer.,Epic,Completed,High,eve,charlie,2025-05-24 00:13:27,2025-05-26 00:13:27,2025-05-27 00:13:27,2025-05-30 00:13:27,12.8,18.2,Development,Sprint 4,Sprint 4,ui,6
930,Stock report vote history deep listen.,Type direction film treatment sea and. Most soon moment green every yet point.,Bug,Review,Low,charlie,bob,2025-06-05 13:17:33,2025-06-09 13:17:33,,2025-06-15 13:17:33,6.7,,Research,Sprint 2,Sprint 2,"backend, database, ml",10
931,Return act popular away.,Success increase ask plant.,Epic,Completed,High,diana,alice,2025-05-29 11:39:28,2025-06-01 11:39:28,2025-06-05 11:39:28,2025-06-03 11:39:28,8.4,10.7,Design,Sprint 5,Sprint 5,ui,9
932,Mother measure day control old customer push.,Person expert at thousand agree. Ready beautiful affect specific.,Story,To Do,Medium,eve,bob,2025-05-22 12:58:03,2025-05-24 12:58:03,,2025-06-02 12:58:03,9.6,,Development,Sprint 4,Sprint 4,"backend, deploy",4
933,Wrong action might.,Blue art subject build necessary when standard. Floor position church. Man political model.,Story,Completed,Medium,charlie,eve,2025-06-05 00:08:16,2025-06-10 00:08:16,2025-06-13 00:08:16,2025-06-16 00:08:16,14.2,16.2,Development,Sprint 1,Sprint 1,"deploy, ml",6
934,Open method reason air.,Support report attorney others argue wife. Form much number lose detail second yourself.,Bug,Completed,High,charlie,alice,2025-05-23 12:22:26,2025-05-28 12:22:26,2025-06-02 12:22:26,2025-06-02 12:22:26,7.2,8.0,Design,Sprint 2,Sprint 2,"deploy, auth, api",0
935,Face source yard suggest head mean.,Reason oil tree international most. Adult finally final page two. Risk like among write development enter.,Bug,To Do,High,diana,eve,2025-05-31 21:02:43,2025-06-05 21:02:43,,2025-06-11 21:02:43,6.5,,Research,Sprint 2,Sprint 2,"auth, ui, database",11
936,Focus entire ready least entire.,Social discover himself away traditional. Few town sell bank pressure for.,Epic,Blocked,High,eve,diana,2025-05-25 02:29:49,2025-05-30 02:29:49,,2025-05-30 02:29:49,9.0,,Development,Sprint 2,Sprint 2,"auth, api",8
937,Likely on ball place level evidence.,Contain improve set part buy kind cut. Ground sound security growth. Capital ask often language student guess.,Task,To Do,Critical,charlie,diana,2025-06-12 01:05:24,2025-06-16 01:05:24,,2025-06-21 01:05:24,2.5,,Design,Sprint 4,Sprint 4,ui,2
938,Reality least west young.,Painting war particularly commercial form. Quickly executive chance old cause reason. Community size thank visit short adult performance.,Story,In Progress,Medium,eve,bob,2025-05-30 17:48:07,2025-06-03 17:48:07,,2025-06-04 17:48:07,6.0,,Research,Sprint 3,Sprint 3,"ui, auth, backend",3
939,Technology lawyer also side design.,Cold impact officer skill medical while police. Yet you state exactly where share consider. Sea main term claim.,Story,Completed,Low,diana,alice,2025-05-27 16:10:25,2025-06-01 16:10:25,2025-06-02 16:10:25,2025-06-04 16:10:25,10.2,11.2,Development,Sprint 3,Sprint 3,"backend, deploy, api",6
940,Mind big share animal require team just.,Probably same than quite bring risk including. Without rise machine use civil right although.,Bug,In Progress,High,eve,alice,2025-05-25 19:13:15,2025-05-26 19:13:15,,2025-06-06 19:13:15,10.9,,Design,Sprint 5,Sprint 5,"database, auth, deploy",1
941,Mother how key language piece.,Player reduce impact. Thus beyond night service crime staff significant. Either miss every.,Bug,Review,Critical,bob,charlie,2025-05-21 12:01:36,2025-05-25 12:01:36,,2025-06-02 12:01:36,12.4,,Research,Sprint 3,Sprint 3,api,8
942,Parent of executive maintain.,Way various home phone. Ten save memory blue a yard. Call work general create explain. For reveal word line.,Story,To Do,Critical,charlie,eve,2025-06-07 19:28:57,2025-06-11 19:28:57,,2025-06-19 19:28:57,2.0,,Testing,Sprint 5,Sprint 5,"ml, api",3
943,Far table compare appear including along.,Shake government upon something hard. Structure friend yard soon recently.,Task,Blocked,High,diana,bob,2025-06-04 20:55:42,2025-06-07 20:55:42,,2025-06-17 20:55:42,11.7,,Research,Sprint 5,Sprint 5,deploy,12
944,Make determine enough central seven.,Board approach happy back. Perhaps relationship teach structure them imagine month recognize.,Story,Completed,Medium,diana,eve,2025-05-26 16:16:39,2025-05-30 16:16:39,2025-06-02 16:16:39,2025-06-05 16:16:39,7.0,9.8,Testing,Sprint 4,Sprint 4,"deploy, auth",2
945,Shake section close open institution.,Want instead civil suggest doctor add skill. Compare writer benefit the. Wish room learn chair despite better when. Thought could yes raise.,Task,To Do,Medium,charlie,bob,2025-05-22 13:32:17,2025-05-26 13:32:17,,2025-06-04 13:32:17,11.4,,Design,Sprint 2,Sprint 2,"api, backend",5
946,Network western PM scene picture let pressure.,Interview trial case house. Offer best recently remain. Add impact from something data sister.,Story,To Do,Critical,eve,alice,2025-05-18 06:07:02,2025-05-20 06:07:02,,2025-05-31 06:07:02,14.6,,Design,Sprint 3,Sprint 3,"api, auth",3
947,Home hit great send ground unit.,Serve education any bit woman class property also. Simple century during bar late local chair.,Bug,Blocked,High,charlie,diana,2025-05-29 00:30:47,2025-06-03 00:30:47,,2025-06-10 00:30:47,15.7,,Design,Sprint 5,Sprint 5,"backend, deploy, database",1
948,Nothing technology represent security those place author.,Nature street trouble officer mind rest ten. Worry we morning especially small add control. Present personal town daughter dog door.,Task,Completed,Low,bob,eve,2025-05-29 00:04:37,2025-05-31 00:04:37,2025-06-04 00:04:37,2025-06-12 00:04:37,13.4,11.4,Testing,Sprint 5,Sprint 5,"backend, ui",10
949,Alone public say.,Suffer piece trouble former. Must Democrat story door. Clearly officer certainly including particularly pretty opportunity help.,Epic,Completed,Low,alice,eve,2025-05-23 04:59:29,2025-05-24 04:59:29,2025-05-28 04:59:29,2025-06-02 04:59:29,11.8,15.1,Development,Sprint 3,Sprint 3,"backend, ml, api",5
950,Their record main interest.,Degree attack about thing first force skill. Take like investment over.,Epic,To Do,High,alice,diana,2025-05-17 03:12:21,2025-05-22 03:12:21,,2025-05-27 03:12:21,13.3,,Research,Sprint 4,Sprint 4,"database, backend, ml",5
951,Cut reduce population ability ok.,Physical everything among thought station company early pretty. Miss himself discover rise. Recognize fact thing sing.,Bug,Completed,High,bob,eve,2025-05-28 15:01:01,2025-05-29 15:01:01,2025-06-03 15:01:01,2025-06-10 15:01:01,9.4,11.7,Research,Sprint 2,Sprint 2,"ml, auth, backend",1
952,Physical attorney Republican site class charge.,Detail moment treat art. Measure affect decide administration woman letter assume.,Task,In Progress,Medium,bob,alice,2025-06-12 20:57:03,2025-06-17 20:57:03,,2025-06-26 20:57:03,5.5,,Development,Sprint 5,Sprint 5,"ml, backend, api",1
953,Contain well do behind.,Discussion girl white phone weight. She project indeed. Green where above spring.,Bug,Completed,High,alice,charlie,2025-06-07 16:13:33,2025-06-09 16:13:33,2025-06-12 16:13:33,2025-06-15 16:13:33,8.5,7.4,Development,Sprint 1,Sprint 1,"auth, api, ml",15
954,At wrong find drop.,For season better indeed over vote. Game according sell case upon information drug. Quality when energy TV cold around.,Task,To Do,High,eve,charlie,2025-05-18 21:11:03,2025-05-21 21:11:03,,2025-06-01 21:11:03,11.1,,Testing,Sprint 3,Sprint 3,deploy,11
955,Program serve son sit short.,Season health give current manager. Network up performance section cause position matter.,Epic,To Do,High,alice,charlie,2025-05-30 03:22:07,2025-05-31 03:22:07,,2025-06-09 03:22:07,10.4,,Development,Sprint 2,Sprint 2,"deploy, ml",1
956,Drop produce might side particular treat.,Every thought suffer contain mother. Result to test perform indeed catch. Attorney relate international finally.,Task,Completed,Critical,bob,eve,2025-06-11 09:24:44,2025-06-12 09:24:44,2025-06-17 09:24:44,2025-06-20 09:24:44,8.0,7.4,Research,Sprint 5,Sprint 5,"api, deploy",4
